no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,bank_asset_value,loan_status,total_assets
2,0,0,200000,700000,8,851,200000,0,1400000
2,0,0,4700000,12500000,14,375,5400000,1,17700000
0,0,1,4300000,14300000,14,601,5700000,0,21400000
4,1,0,2200000,7000000,20,756,1200000,0,13200000
4,0,1,8600000,19200000,4,868,9300000,0,54700000
4,0,1,2000000,7200000,10,838,1000000,0,10400000
4,1,1,4200000,15900000,14,375,3000000,1,31300000
0,1,1,5100000,12500000,18,778,3200000,0,19100000
2,0,1,4100000,11200000,6,442,4500000,1,26300000
1,0,1,9900000,39500000,12,808,13500000,0,45700000
1,1,1,3200000,9000000,20,372,3800000,1,12700000
2,0,0,5500000,19000000,4,597,5300000,0,23800000
0,0,1,7800000,29100000,20,435,9700000,1,51400000
3,0,1,3400000,9700000,20,728,2400000,0,10300000
4,0,1,7900000,25900000,14,373,7600000,1,52900000
3,0,1,8900000,18500000,10,367,10300000,1,38100000
2,0,0,7300000,19100000,14,552,4000000,0,32200000
4,1,1,3300000,10600000,8,465,2800000,1,12200000
4,0,1,2900000,10500000,8,607,3800000,0,17500000
2,0,1,500000,1300000,4,427,600000,1,3700000
3,1,0,7200000,21200000,4,711,5700000,0,39900000
3,1,0,8300000,24100000,14,823,7700000,0,30600000
1,1,1,8700000,20500000,6,523,4800000,1,49500000
4,1,1,7100000,27900000,10,328,7700000,1,48900000
3,0,1,9800000,28200000,12,721,9600000,0,44200000
0,0,1,6900000,17000000,20,599,4300000,0,54100000
0,1,0,2400000,5000000,14,580,3200000,0,15800000
1,1,1,2100000,4900000,10,744,1000000,0,7600000
2,0,1,7200000,23900000,4,559,10800000,0,34200000
2,0,0,4600000,13500000,16,587,5000000,0,24200000
5,0,1,9900000,31800000,18,817,11500000,0,56700000
4,1,1,300000,1000000,20,655,400000,0,1200000
5,0,1,6900000,23900000,6,382,8900000,1,45500000
2,0,1,1700000,4300000,6,765,900000,0,9900000
2,0,1,4400000,10000000,20,516,5100000,1,27200000
4,1,1,4300000,15000000,8,383,4900000,1,13800000
2,1,0,3700000,14100000,6,633,3400000,0,12300000
1,0,0,5900000,15200000,2,547,3600000,1,33800000
5,1,1,8600000,26300000,10,843,11300000,0,51200000
3,1,1,3400000,13200000,8,783,4900000,0,19800000
3,1,1,1000000,3200000,14,790,1100000,0,5600000
1,1,1,4400000,14200000,16,409,4500000,1,26600000
0,1,0,3600000,7800000,14,376,3000000,1,28600000
3,1,0,1400000,2700000,8,625,1000000,0,8300000
0,1,0,5300000,10900000,18,707,7600000,0,28200000
3,0,1,9400000,20500000,6,645,10200000,0,54900000
4,1,1,6600000,22100000,6,887,4700000,0,26900000
5,0,0,9800000,37600000,18,319,5100000,1,44200000
1,1,0,1900000,4900000,20,647,1700000,0,13000000
2,1,1,5800000,22500000,6,888,4800000,0,31600000
2,1,0,3100000,10400000,10,420,3500000,1,22800000
0,0,0,6800000,18400000,2,791,9900000,0,25100000
5,1,0,4600000,16200000,12,891,3700000,0,17900000
2,1,1,200000,700000,16,641,100000,0,1400000
3,1,1,9500000,22800000,6,319,9400000,1,53100000
5,1,1,6200000,22200000,20,819,8700000,0,41800000
4,1,1,9700000,32300000,18,387,5400000,1,45900000
5,0,1,4200000,12300000,2,686,4200000,0,26300000
1,0,1,5700000,12000000,4,415,7400000,1,33900000
2,0,1,200000,500000,6,885,200000,1,200000
4,0,0,8000000,25500000,4,722,4900000,0,57300000
4,0,0,5200000,20400000,20,761,6200000,0,20600000
1,0,1,7100000,15200000,8,389,5900000,1,31100000
1,0,1,9300000,27900000,12,600,6600000,0,35300000
5,0,0,2000000,6100000,2,407,2000000,0,8400000
3,0,1,3900000,14000000,18,829,2700000,0,20800000
2,1,0,2800000,5900000,6,895,1500000,0,15800000
5,0,1,3000000,11100000,12,441,2000000,1,18300000
4,1,0,4500000,9800000,16,895,5500000,0,31900000
4,0,0,1900000,4300000,4,826,900000,0,9400000
1,0,0,2300000,7200000,8,453,3400000,1,13200000
0,0,0,4700000,17500000,2,701,7000000,0,19400000
2,1,1,1300000,2700000,8,627,1300000,0,3000000
3,0,0,3100000,11000000,2,543,2400000,0,17100000
0,0,0,8400000,17500000,18,411,10400000,1,49800000
5,0,1,1700000,5800000,4,583,2300000,0,9800000
2,1,0,1900000,7500000,2,889,2600000,0,8800000
3,1,0,2400000,8600000,8,684,1600000,0,12000000
5,0,0,6800000,20500000,10,578,3400000,0,39500000
1,0,0,2900000,10900000,20,445,2600000,1,18700000
4,0,1,8900000,26300000,10,369,12100000,1,58300000
1,1,0,8800000,22200000,18,794,10500000,0,41300000
0,0,1,8200000,19200000,16,492,7200000,1,45700000
3,1,1,3600000,13200000,16,557,2100000,0,23700000
4,0,1,9500000,31800000,6,519,12200000,1,35600000
0,1,1,1900000,5700000,18,699,2000000,0,12200000
3,1,1,9100000,24600000,2,741,13600000,0,47500000
5,0,0,1100000,3800000,18,508,900000,1,4300000
5,1,1,1100000,2800000,10,647,1400000,0,9000000
1,0,0,9300000,28600000,14,656,12500000,0,53800000
4,0,1,3900000,10600000,2,439,2500000,1,22700000
5,1,1,1500000,4000000,12,350,1200000,1,9200000
5,0,0,800000,2200000,6,493,1000000,1,4200000
4,0,0,600000,1800000,6,851,800000,0,3300000
2,0,0,4400000,12500000,18,492,2700000,1,19200000
4,0,1,2700000,5400000,6,861,2700000,0,15400000
3,1,1,6200000,14600000,2,664,6600000,0,43500000
5,0,1,700000,1300000,16,362,1000000,1,5400000
0,0,0,3400000,9400000,6,703,2600000,0,15200000
1,1,1,4900000,16800000,12,758,5900000,0,15500000
3,1,1,4200000,9700000,2,396,4300000,1,17500000
0,0,1,5300000,10600000,2,828,5800000,0,32200000
5,0,1,3700000,10000000,20,709,2200000,0,20800000
4,1,1,5600000,17500000,10,528,7200000,1,28600000
2,0,1,4300000,16000000,14,623,4500000,0,33500000
4,1,1,7100000,24500000,14,599,6800000,0,36500000
4,0,1,5400000,12700000,4,622,6500000,0,29400000
0,1,0,6000000,13100000,6,385,7400000,1,46200000
4,0,1,4100000,12500000,2,579,2000000,0,30300000
4,1,0,8300000,17900000,20,846,12200000,0,40800000
3,0,0,8100000,23900000,10,449,8900000,1,41500000
1,1,0,7200000,24900000,14,666,5800000,0,31800000
5,0,0,7200000,17500000,4,380,6200000,1,20200000
2,0,1,3500000,8100000,4,589,2700000,0,23000000
1,0,0,6200000,19500000,12,845,4000000,0,27300000
3,1,0,5200000,17300000,10,401,6400000,1,16700000
0,1,0,4500000,14500000,2,766,6600000,0,31700000
5,1,0,5400000,15100000,12,522,5700000,1,23800000
3,1,1,2000000,6900000,6,834,3000000,0,11400000
3,0,0,8900000,25400000,8,588,4500000,0,50300000
2,0,0,5000000,10600000,4,570,7100000,0,27600000
2,0,0,4900000,17600000,6,860,5600000,0,33800000
4,0,1,5300000,19200000,4,655,3900000,0,38900000
3,1,1,8500000,27700000,4,457,5200000,0,22900000
5,0,1,700000,2100000,14,863,600000,0,4000000
3,1,1,5900000,18900000,4,742,8000000,0,38500000
3,0,0,3500000,13300000,4,798,3600000,0,24800000
5,1,1,7700000,18900000,16,552,6600000,0,45600000
2,1,1,4500000,12500000,12,418,4300000,1,17100000
0,0,0,9100000,22200000,6,419,9800000,1,26200000
1,1,1,9000000,29900000,2,668,4700000,0,53700000
2,1,0,8900000,29200000,8,608,11700000,0,49500000
5,1,0,6500000,13800000,10,342,7300000,1,32000000
4,1,1,8100000,18000000,8,817,10800000,0,26100000
1,1,0,8400000,29900000,16,476,7500000,1,51200000
0,1,0,5300000,20000000,6,881,4000000,0,39100000
2,0,0,4100000,15600000,12,838,2700000,0,25400000
3,1,0,6900000,27400000,4,406,5300000,0,40600000
1,0,1,5200000,19500000,12,778,5800000,0,29400000
5,1,1,2000000,7400000,14,799,1100000,0,11600000
3,0,0,4600000,17800000,20,716,4500000,0,26000000
0,0,1,7100000,20100000,16,756,5400000,0,30600000
0,1,0,9300000,20100000,10,743,13600000,0,28500000
3,1,0,5400000,19400000,20,731,4300000,0,37000000
3,1,0,4100000,8500000,2,833,3400000,0,28200000
4,1,0,4900000,11400000,8,470,4800000,1,34200000
5,0,1,5400000,21200000,20,734,7500000,0,20600000
0,0,0,3000000,9600000,12,620,3600000,0,16500000
0,1,1,6800000,14400000,8,812,6400000,0,40800000
4,0,1,5100000,14000000,12,459,6800000,1,20200000
0,0,1,9800000,32600000,10,704,4900000,0,49100000
1,0,1,1600000,4100000,6,391,700000,1,11400000
4,0,0,8000000,29100000,4,421,8800000,0,42100000
5,0,0,2900000,6700000,14,796,4200000,0,17200000
4,0,0,9200000,30300000,10,607,8900000,0,70200000
3,1,0,9500000,20400000,14,376,8400000,1,34800000
0,0,1,3700000,8500000,8,424,4100000,1,22300000
5,0,1,7100000,20800000,6,442,7100000,1,38200000
5,1,0,5600000,17600000,14,448,6800000,1,29100000
0,0,1,1200000,2700000,2,638,1500000,0,4700000
3,1,0,1600000,5600000,6,710,1600000,0,9900000
4,1,1,1600000,4800000,20,641,1400000,0,9300000
2,1,0,5300000,20200000,10,348,6100000,1,36000000
5,1,0,9100000,19900000,20,519,10500000,1,54600000
4,1,1,9400000,35000000,10,517,6700000,1,53300000
3,1,0,5900000,22400000,6,375,4800000,1,35100000
2,0,1,1100000,3400000,10,426,1400000,1,5000000
4,0,1,3100000,11500000,14,785,4200000,0,15400000
4,1,0,2200000,8600000,20,373,1400000,1,11300000
1,0,0,6000000,20100000,6,476,5500000,1,39100000
1,0,1,2000000,5600000,18,320,2100000,1,9300000
4,0,0,7200000,22900000,18,657,8800000,0,32400000
1,1,1,500000,1900000,12,868,300000,0,2500000
1,1,1,5800000,13900000,6,345,5500000,1,34200000
0,1,0,200000,300000,6,472,0,1,1200000
4,1,1,4600000,9500000,20,613,3000000,0,24800000
5,1,1,4600000,12800000,14,769,3500000,0,33800000
1,0,0,6500000,23100000,20,741,7900000,0,45600000
4,1,1,4400000,16600000,14,889,5900000,0,17100000
0,1,1,900000,3600000,10,683,400000,0,5600000
0,1,1,3200000,7400000,18,780,2800000,0,15800000
3,0,0,600000,1100000,8,538,300000,1,2700000
1,1,0,5200000,12600000,10,721,3600000,0,23700000
3,1,1,6400000,15200000,14,467,3200000,1,43000000
2,1,0,1000000,2500000,6,551,900000,0,5600000
2,1,0,6800000,14800000,14,803,6600000,0,34200000
0,0,0,3000000,8400000,10,361,1800000,1,15200000
1,1,1,8700000,30700000,6,708,9300000,0,52700000
4,0,1,8800000,20900000,18,766,13100000,0,63400000
1,1,1,3900000,11500000,2,464,5100000,1,27400000
5,0,0,1700000,4300000,2,517,1600000,1,6500000
3,1,1,900000,2300000,6,747,600000,0,4300000
1,1,0,7200000,24700000,6,596,5800000,0,31900000
0,0,0,9200000,25400000,2,783,12400000,0,47000000
3,1,0,5700000,19400000,2,335,7100000,0,38600000
5,1,1,1100000,2700000,4,889,500000,0,5100000
2,1,1,1100000,2200000,4,874,900000,0,5300000
0,0,1,6000000,23900000,4,394,4500000,0,34400000
2,0,1,8100000,28500000,20,420,10000000,1,34700000
2,1,1,6500000,25100000,20,848,4400000,0,37500000
0,0,1,7600000,17900000,16,788,5900000,0,36600000
1,0,0,2200000,4900000,8,509,2900000,1,9200000
4,0,1,6300000,23900000,6,899,6700000,0,31900000
4,1,1,6700000,15800000,12,466,6600000,1,32000000
5,0,1,1300000,4300000,2,595,1500000,0,4700000
1,1,0,2800000,6700000,12,322,2100000,1,12500000
3,0,0,7000000,18900000,2,691,3900000,0,28900000
3,1,1,8800000,26700000,10,379,9700000,1,52600000
0,0,0,8900000,25800000,18,531,5400000,1,38700000
5,1,0,7000000,21800000,4,631,10000000,0,29800000
0,0,1,6900000,18600000,10,330,4500000,1,45400000
5,0,0,9200000,29200000,16,383,5700000,1,61400000
0,0,1,6100000,19700000,16,678,5500000,0,35300000
1,0,1,4400000,14700000,8,894,2400000,0,27100000
4,1,0,9900000,22700000,12,567,5400000,0,67900000
5,1,0,3900000,14000000,4,708,5200000,0,18100000
3,0,0,6800000,21200000,2,433,6300000,0,35800000
4,1,0,3600000,8700000,14,302,4100000,1,17900000
4,0,0,700000,2600000,14,736,400000,0,4600000
2,1,1,4000000,8500000,6,323,4100000,1,26500000
4,0,0,1800000,4100000,12,670,2200000,0,9500000
3,1,0,5600000,21000000,12,609,4900000,0,35600000
4,1,0,6800000,24200000,18,349,9400000,1,34600000
5,1,1,600000,1500000,2,319,600000,1,3300000
1,1,0,4200000,16200000,14,391,2600000,1,22000000
4,1,0,5000000,18700000,10,755,2600000,0,17200000
1,1,0,4100000,12200000,6,354,3500000,1,29200000
3,1,1,2200000,8800000,2,877,3100000,0,12700000
1,1,0,3400000,8600000,16,312,3000000,1,20900000
0,0,0,7100000,15900000,14,746,8000000,0,36900000
3,0,0,5800000,19600000,16,313,6300000,1,41900000
2,0,0,3400000,12900000,14,857,1900000,0,14600000
2,1,0,7700000,18300000,20,504,4600000,1,33400000
0,0,0,500000,1200000,14,556,500000,0,2700000
2,0,1,5300000,11000000,14,393,5200000,1,29700000
0,0,0,4700000,14400000,14,881,2400000,0,34700000
2,0,1,4300000,12200000,14,719,5700000,0,21700000
2,0,1,900000,2500000,16,458,1100000,1,3200000
4,0,0,2000000,7500000,14,857,2100000,0,10000000
2,0,1,2000000,7600000,16,429,2200000,1,14200000
3,1,0,4100000,15900000,12,538,5700000,1,13500000
1,1,0,6900000,14400000,10,828,9000000,0,44300000
5,0,1,2300000,6100000,6,339,2400000,1,15900000
5,0,1,5800000,16600000,18,376,2800000,1,31100000
5,1,0,8000000,30000000,14,549,7000000,1,32300000
3,1,1,3700000,12700000,18,587,4100000,0,22900000
0,1,0,2600000,8400000,18,861,3800000,0,9700000
0,1,0,3000000,7000000,12,409,3500000,1,19300000
4,0,0,2700000,10200000,4,528,1600000,0,20000000
4,1,0,5700000,19600000,8,691,3000000,0,23100000
2,0,0,1500000,3600000,4,584,1700000,0,10000000
5,1,0,6800000,20000000,4,459,4900000,1,42500000
1,0,1,8100000,31700000,10,755,4700000,0,42800000
3,1,1,9200000,27700000,20,688,11200000,0,46900000
1,1,1,7600000,26000000,6,384,7900000,1,23800000
4,0,0,600000,1600000,20,869,200000,0,4100000
1,1,1,4700000,18700000,20,445,4000000,1,13200000
0,0,0,1400000,5500000,6,393,1800000,1,7400000
3,0,1,9400000,24600000,10,414,5600000,1,46000000
2,0,0,9700000,19900000,16,395,10800000,1,53500000
3,1,1,8900000,21000000,14,815,6400000,0,32600000
5,0,0,4600000,10500000,8,758,2900000,0,24000000
5,1,1,5600000,14500000,10,457,4600000,1,35300000
0,0,1,1000000,3200000,10,854,1200000,0,6300000
3,0,0,3500000,10300000,16,324,2400000,1,15900000
0,1,0,7900000,31500000,14,849,10600000,0,56300000
3,0,1,6100000,24200000,12,672,5000000,0,34900000
3,1,1,8900000,20900000,6,859,11100000,0,55400000
4,0,0,5300000,15400000,8,584,5000000,0,20800000
5,1,0,1300000,4800000,4,346,1600000,0,8200000
3,0,0,4000000,12800000,18,635,4200000,0,25900000
2,1,0,8700000,22700000,4,365,7200000,1,53200000
1,1,0,9500000,20000000,16,856,6200000,0,60600000
5,0,1,9000000,20000000,2,440,7600000,1,46600000
0,0,1,7300000,23300000,2,616,4100000,0,47400000
3,0,1,7400000,25700000,2,461,5100000,0,23700000
5,1,0,3100000,10800000,10,681,1500000,0,14200000
2,0,0,4300000,9400000,2,485,2200000,1,30100000
1,0,1,2400000,8300000,6,684,2300000,0,14300000
1,0,0,5400000,17900000,14,727,4700000,0,25400000
2,1,0,1600000,5100000,6,784,1400000,0,8300000
3,1,1,9900000,20400000,4,865,12800000,0,66400000
3,1,0,5800000,20100000,18,791,5600000,0,28500000
4,1,0,2200000,8500000,16,866,2800000,0,12700000
0,0,0,5000000,14400000,2,761,4500000,0,19800000
2,1,1,600000,2100000,18,572,300000,0,2300000
4,0,0,2200000,8600000,6,601,3300000,0,12300000
1,0,1,2600000,5500000,14,820,2000000,0,14400000
4,1,0,1200000,4300000,8,598,1300000,0,6600000
2,0,0,3100000,8700000,18,544,1500000,1,18600000
5,1,1,4600000,14500000,14,561,5800000,0,18700000
4,0,1,9300000,35500000,6,547,13900000,1,47600000
4,0,0,6300000,13400000,2,504,9400000,1,35900000
2,1,0,5900000,20800000,14,530,8800000,1,26000000
2,0,1,2900000,10600000,6,614,3600000,0,8900000
4,1,0,6100000,22400000,18,351,4800000,1,41200000
4,0,1,5900000,19700000,10,431,5300000,1,35200000
1,1,1,4600000,18400000,10,403,2900000,1,26300000
2,1,0,7000000,20200000,8,668,9100000,0,47700000
3,1,1,5100000,10400000,18,399,4600000,1,32400000
1,0,0,3100000,10600000,14,665,3900000,0,16500000
2,0,0,4100000,12800000,16,344,4100000,1,33100000
0,0,0,1800000,5400000,16,555,1700000,0,11900000
4,1,1,8200000,26900000,20,301,9900000,1,68400000
2,1,1,800000,2100000,6,726,600000,0,4600000
2,0,0,8400000,23100000,6,689,11900000,0,27100000
0,1,0,8500000,33900000,4,665,4500000,0,39200000
3,1,1,3300000,12700000,16,608,4500000,0,22400000
3,1,0,5800000,12800000,20,335,8000000,1,22700000
3,1,0,4400000,10500000,18,677,5000000,0,14200000
1,1,0,2600000,8500000,2,491,2600000,0,8800000
2,1,1,9600000,28100000,20,763,10300000,0,62300000
5,1,1,5200000,18100000,8,809,5500000,0,23300000
5,1,1,9700000,36400000,16,544,5200000,1,49800000
1,0,1,200000,800000,14,624,0,0,1200000
3,0,0,6500000,16800000,10,388,7200000,1,25200000
4,0,1,7200000,23100000,14,644,4200000,0,35100000
0,1,0,5200000,18400000,14,600,3600000,0,33500000
2,1,0,6500000,14100000,2,709,4000000,0,34600000
5,0,1,2300000,5600000,8,642,2500000,0,13100000
0,1,1,3300000,10400000,4,423,3200000,0,23700000
0,1,1,2000000,5900000,12,900,3000000,0,13300000
2,0,1,8300000,19500000,4,415,8600000,1,33400000
4,0,1,3800000,14300000,4,645,4600000,0,13300000
0,1,0,5700000,15600000,16,742,6800000,0,17900000
4,1,0,7300000,19800000,8,724,10300000,0,40500000
1,0,0,1600000,5400000,12,707,800000,0,8500000
5,1,1,800000,2500000,4,780,400000,0,3100000
4,1,0,6300000,21900000,10,538,7800000,1,34300000
2,0,0,8800000,17700000,14,706,9200000,0,57500000
0,0,0,7300000,14500000,16,811,9600000,0,29500000
2,0,1,3800000,9100000,14,849,2500000,0,18200000
3,0,0,6200000,16700000,10,880,9100000,0,44100000
5,1,1,3500000,9500000,4,664,5200000,0,17800000
5,0,1,1400000,5000000,2,465,1500000,0,7900000
3,1,1,3500000,12000000,2,786,1700000,0,17700000
1,0,1,600000,2000000,10,326,700000,1,3800000
0,1,0,4100000,10800000,16,399,5300000,1,26200000
2,1,1,5400000,11500000,6,841,6600000,0,18000000
2,1,1,2000000,6700000,14,638,2300000,0,10000000
4,0,1,3500000,8900000,4,478,3800000,1,19200000
0,0,1,8300000,30000000,4,600,12000000,0,51900000
0,0,1,6700000,15600000,16,768,3800000,0,28100000
0,1,0,1900000,6500000,10,523,1100000,1,9700000
2,0,1,6500000,20900000,14,327,4700000,1,31100000
1,0,1,600000,1800000,8,799,800000,0,3900000
5,0,0,7000000,23000000,18,803,4100000,0,52800000
2,0,0,7700000,15400000,18,524,6600000,1,39000000
1,0,0,2600000,6600000,6,506,2100000,1,13800000
1,0,0,9200000,18800000,2,351,13000000,1,56100000
2,0,1,1800000,4200000,8,648,1600000,0,10500000
1,1,0,4900000,18500000,4,612,2900000,0,28400000
1,0,0,5700000,12400000,14,396,5600000,1,30500000
3,1,0,300000,800000,2,458,200000,1,1600000
3,0,1,1700000,3400000,6,488,1600000,1,5100000
4,0,0,7000000,18900000,6,475,5200000,1,22100000
1,1,0,2200000,7000000,18,417,1900000,1,12400000
2,1,0,6800000,18700000,8,781,5400000,0,42200000
1,1,1,2400000,6200000,12,337,2300000,1,14900000
0,1,1,600000,1800000,12,511,400000,1,2700000
4,0,0,6200000,17300000,6,837,4600000,0,41000000
1,1,0,7600000,24600000,12,810,5200000,0,42100000
2,1,0,4800000,10600000,8,588,4500000,0,23900000
5,0,0,4200000,9200000,12,870,5700000,0,17900000
0,1,1,7200000,20700000,10,733,9900000,0,46800000
5,1,1,6400000,20300000,16,348,6900000,1,41300000
0,1,1,8900000,23000000,12,741,7100000,0,43900000
3,1,0,5100000,14500000,12,306,2900000,1,21100000
2,0,1,6300000,19500000,18,428,6500000,1,43000000
3,0,0,6600000,22100000,4,455,7400000,0,31900000
1,1,1,4800000,14700000,2,356,5500000,0,29300000
0,0,0,200000,400000,4,594,100000,0,900000
0,1,1,7500000,25800000,18,844,6500000,0,28300000
4,0,0,9000000,34700000,4,771,7700000,0,48400000
2,0,0,5400000,12500000,4,622,5400000,0,29100000
1,1,1,1700000,4500000,20,480,1900000,1,6200000
4,0,0,4300000,11500000,20,337,5200000,1,34100000
1,0,0,5200000,11200000,6,698,2700000,0,40500000
4,1,0,4400000,17000000,18,302,5700000,1,17100000
1,1,1,3900000,7800000,14,349,3600000,1,23500000
0,0,0,1100000,3300000,10,482,1600000,1,6000000
2,0,0,2500000,8200000,10,429,2200000,1,11500000
4,0,0,500000,1300000,8,471,700000,1,2300000
0,0,1,9000000,32400000,10,895,9500000,0,43300000
1,1,1,5100000,20300000,18,757,3200000,0,28600000
2,0,0,5200000,13500000,2,777,6100000,0,27700000
5,1,1,4400000,8900000,4,761,3000000,0,23300000
1,0,0,1900000,4200000,12,821,2700000,0,11700000
4,1,1,9200000,26500000,6,662,5300000,0,28300000
2,1,1,4800000,16500000,10,350,2900000,1,19900000
4,1,0,4900000,10700000,20,321,6500000,1,12700000
3,0,1,4800000,10100000,4,368,3500000,1,30700000
4,0,0,9300000,24900000,14,455,13900000,1,67400000
5,1,1,7500000,24600000,8,744,9300000,0,21900000
1,0,0,5900000,16800000,4,806,7100000,0,43700000
0,0,0,9400000,27900000,6,456,7800000,1,75500000
5,0,0,5300000,13400000,8,719,5300000,0,13200000
4,0,0,3700000,9000000,18,668,3100000,0,22800000
0,0,1,2500000,5800000,18,494,2300000,1,18000000
4,1,0,2800000,10800000,2,841,4100000,0,10400000
0,0,1,5400000,21400000,8,721,7400000,0,31300000
5,0,0,3100000,9400000,10,414,2800000,1,13500000
5,1,0,4800000,15500000,10,812,3500000,0,28800000
1,1,0,8800000,17500000,20,832,7400000,0,29400000
2,0,0,4100000,14900000,12,571,3400000,0,18100000
5,1,0,9700000,37000000,14,459,5600000,1,69400000
2,0,1,6400000,24100000,6,592,6000000,0,29000000
5,0,0,3400000,13100000,20,527,4000000,1,14000000
4,1,0,3500000,10200000,12,333,3400000,1,22100000
3,1,0,3200000,10000000,18,532,2100000,1,13200000
2,0,1,4900000,13100000,18,754,7200000,0,28000000
0,0,1,1300000,4800000,4,835,800000,1,3900000
4,0,0,2500000,5400000,10,592,2900000,0,14800000
0,0,0,7500000,27300000,20,553,6100000,0,40600000
2,0,0,700000,2000000,8,806,400000,0,5200000
4,0,1,8200000,28500000,2,378,11500000,0,44400000
1,1,0,6900000,26200000,4,534,9400000,0,41300000
1,1,1,1500000,5900000,16,400,1500000,1,11400000
3,0,0,6300000,18300000,18,543,3500000,1,28900000
0,1,1,8800000,25600000,10,715,8600000,0,62700000
4,0,1,8900000,20700000,6,684,6700000,0,30700000
3,1,1,2100000,6100000,8,346,2900000,1,10600000
1,0,1,9200000,29200000,6,669,11700000,0,46200000
2,1,0,3600000,8000000,12,566,2700000,0,22400000
0,1,1,8600000,23600000,2,361,7500000,1,55800000
5,0,0,3000000,8000000,6,333,2200000,1,11800000
3,1,1,5200000,16300000,8,335,7300000,1,30100000
3,0,1,7200000,20400000,10,558,10600000,0,40400000
1,1,1,4000000,15600000,12,436,3200000,1,28000000
1,1,0,2400000,5200000,2,371,1400000,1,17700000
2,1,1,5500000,18400000,10,515,4100000,1,29700000
0,1,1,9000000,24300000,10,599,6400000,0,43200000
0,1,1,7900000,24000000,20,728,7400000,0,56000000
2,1,1,6200000,21600000,20,679,9100000,0,45600000
3,0,1,7900000,29200000,4,399,6900000,0,58900000
3,1,0,1200000,4500000,6,819,900000,0,6900000
1,0,0,4700000,11700000,6,308,3700000,1,28000000
